,Date ,"Time in 
(24 hours)","Time out
(24 hours) ",Weather ,Crew Leader (name) ,POI,General Location,Species Code,"Point Area (m²) or
 Line Depth (m)",PolygonLine ID,Direction from trail ,Distribution Code,"Does this cherry laurel or holly plant have a DBH of 20cm+? 
",Holly Berries present?,Proximity to stream or wetland,Vegetation layer ,Native Herb Layer %,X_COORD_x,Y_COORD_x,X_COORD_y,Y_COORD_y
311,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2714,S.W. Marine,HB,3.0,L12-1,S,8.0,,,10m+,Shrub,6-25%,,,-123.225607,49.241432
312,2018-02-17,9:30:00,12:30:00,Rain,David Bromley,2715,S.W. Marine,HB,3.0,L12-2,S,8.0,,,10m+,Shrub,6-25%,,,-123.227111,49.2419
313,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2218,Salish,EH,2.0,L1-1,SE,6.0,,Unknown,10m+,Mixed,6-25%,,,-123.238545,49.272717
314,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2219,Salish,EH,2.0,L1-2,SE,6.0,,Unknown,10m+,Mixed,6-25%,,,-123.238598,49.272643
315,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2220,Salish,EH,2.0,,SE,3.0,,F,10m+,Tree,51-75%,,,-123.238599,49.272563
316,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2221,Salish,EH,1.0,,SE,3.0,,F,10m+,Tree,6-25%,,,-123.238657,49.272559
317,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2222,Salish,EH,1.0,,SE,1.0,,Unknown,10m+,Shrub,1-5%,,,-123.238512,49.272513
318,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2223,Salish,LC,0.5,,SE,1.0,,,10m+,Shrub,6-25%,,,-123.238531,49.272506
319,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2224,Salish,LC,0.5,,SE,1.0,,,10m+,Tree,1-5%,,,-123.238567,49.27244
320,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2225,Salish,EH,1.0,,SE,1.0,,Unknown,10m+,Tree,76-100%,,,-123.238406,49.272431
321,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2226,Salish,LC,3.0,,SE,3.0,,,10m+,Tree,26-50%,,,-123.238343,49.272418
322,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2227,Salish,EH,3.5,,SE,6.0,,F,10m+,Tree,51-75%,,,-123.238596,49.272346
323,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2228,Salish,LC,0.5,,SE,1.0,,,10m+,Tree,26-50%,,,-123.238585,49.272365
324,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2229,Salish,HB,7.0,L2-1,SE,8.0,,,10m+,Shrub,1-5%,,,-123.238613,49.272245
325,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2230,Salish,HB,7.0,L2-2,SE,8.0,,,10m+,Shrub,1-5%,,,-123.23853,49.272145
326,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2231,Salish,EH,2.0,,SE,6.0,,Unknown,10m+,Tree,1-5%,,,-123.23845,49.27215
327,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2232,Salish,LC,0.5,,SE,1.0,,,10m+,Tree,6-25%,,,-123.238437,49.272035
328,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2233,Salish,EH,2.0,,SE,3.0,,Unknown,10m+,Tree,6-25%,,,-123.238387,49.271971
329,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2234,Salish,EH,1.0,,E,7.0,,Unknown,10m+,Herb,26-50%,,,-123.238513,49.271995
330,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2235,Salish,HB,2.0,,E,3.0,,,10m+,Tree,26-50%,,,-123.238478,49.271975
331,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2236,Salish,EI,1.0,,E,3.0,,,10m+,Tree,26-50%,,,-123.238478,49.271987
332,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2237,Salish,LC,0.5,,E,1.0,,,10m+,Shrub,26-50%,,,-123.2384,49.271977
333,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2238,Salish,LC,0.5,,E,1.0,,,10m+,Tree,6-25%,,,-123.238457,49.271913
334,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2239,Salish,EH,3.5,,E,6.0,,Unknown,10m+,Tree,26-50%,,,-123.238501,49.27186
335,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2240,Salish,EH,1.5,,E,3.0,,Unknown,10m+,Mixed,1-5%,,,-123.238502,49.271806
336,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2241,Salish,LC,4.0,,E,9.0,,,10m+,Tree,1-5%,,,-123.238417,49.271749
337,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2242,Salish,EH,2.5,,E,3.0,,Unknown,10m+,Shrub,51-75%,,,-123.23839,49.271627
338,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2243,Salish,EH,3.0,,E,7.0,,Unknown,10m+,Tree,51-75%,,,-123.238287,49.271666
339,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2244,Salish,EI,3.0,,E,7.0,,,10m+,Herb,6-25%,,,-123.238421,49.271668
340,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2245,Salish,EH,0.5,,E,3.0,,Unknown,10m+,Tree,26-50%,,,-123.23845,49.271536
341,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2246,Salish,EH,4.0,,E,6.0,,Unknown,10m+,Tree,6-25%,,,-123.238258,49.271492
342,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2247,Salish,EH,2.0,,E,3.0,,Unknown,10m+,Tree,26-50%,,,-123.238208,49.271549
343,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2248,Salish,LC,4.0,,E,8.0,,,10m+,Tree,1-5%,,,-123.238165,49.271527
344,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2249,Salish,EH,2.0,,E,5.0,,Unknown,10m+,Tree,0%,,,-123.238129,49.271569
345,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2250,Salish,LC,0.5,,E,1.0,,,10m+,Tree,26-50%,,,-123.238343,49.271464
346,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2251,Salish,EH,8.0,L3-1,E,6.0,,Unknown,10m+,Mixed,26-50%,,,-123.238401,49.271448
347,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2253,Salish,EH,8.0,L3-2,NE,6.0,,Unknown,10m+,Mixed,26-50%,,,-123.238131,49.271136
348,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2254,Salish,EH,8.0,L4-1,NE,6.0,,Unknown,10m+,Mixed,26-50%,,,-123.238184,49.271125
349,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2255,Salish,EH,8.0,L4-2,NE,6.0,,Unknown,10m+,Mixed,26-50%,,,-123.238173,49.270925
350,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2256,Salish,EH,2.0,,NE,6.0,,Unknown,10m+,Mixed,6-25%,,,-123.238178,49.27084
351,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2257,Salish,EH,2.0,,NE,3.0,,Unknown,10m+,Tree,6-25%,,,-123.238131,49.270606
352,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2258,Salish,EH,2.0,,NE,1.0,,Unknown,10m+,Tree,1-5%,,,-123.23809,49.270591
353,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2259,Salish,EI,0.5,,NE,3.0,,,10m+,Shrub,6-25%,,,-123.238247,49.270623
354,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2260,Salish,EH,2.0,,NE,6.0,,Unknown,10m+,Tree,6-25%,,,-123.238214,49.270445
355,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2261,Salish,LC,0.5,,NE,1.0,,,10m+,Shrub,6-25%,,,-123.238141,49.27051
356,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2262,Salish,LC,3.0,,NE,5.0,,,10m+,Shrub,26-50%,,,-123.238111,49.270318
357,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2263,Salish,EH,8.0,L5-1,E,6.0,,Unknown,10m+,Mixed,6-25%,,,-123.23813,49.270348
358,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2264,Salish,EH,8.0,L5-2,E,6.0,,Unknown,10m+,Mixed,6-25%,,,-123.237825,49.270067
359,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2265,Spanish,EH,1.0,,S,3.0,,Unknown,10m+,Tree,26-50%,,,-123.23784,49.269591
360,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2266,Spanish,EH,2.0,,S,1.0,,Unknown,10m+,Tree,26-50%,,,-123.238031,49.269481
361,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2267,Salish,EH,4.0,L6-1,NE,7.0,,Unknown,10m+,Tree,6-25%,,,-123.237593,49.27002
362,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2268,Salish,EH,4.0,L6-2,NE,7.0,,Unknown,10m+,Tree,6-25%,,,-123.237469,49.269788
363,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2269,Salish,EH,0.5,,S,1.0,,Unknown,10m+,Herb,6-25%,,,-123.237769,49.269651
364,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2270,Spanish,EH,7.0,L7-1,S,6.0,,Unknown,10m+,Tree,6-25%,,,-123.238148,49.269368
365,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2271,Spanish,EH,7.0,L7-2,S,6.0,,Unknown,10m+,Tree,6-25%,,,-123.23827,49.269419
366,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2272,Spanish,EH,3.0,,S,6.0,,F,10m+,Mixed,1-5%,,,-123.238511,49.269553
367,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2273,Spanish,EI,1.0,,S,7.0,,,10m+,Herb,6-25%,,,-123.238697,49.269594
368,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2274,Spanish,EH,3.0,,S,1.0,,F,10m+,Tree,6-25%,,,-123.238805,49.269548
369,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2275,Spanish,EH,1.0,,S,3.0,,Unknown,10m+,Tree,6-25%,,,-123.238809,49.269593
370,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2276,Spanish,EH,0.5,,S,2.0,,,10m+,Shrub,1-5%,,,-123.238936,49.269595
371,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2277,Spanish,LC,1.0,,N,1.0,,,10m+,Tree,6-25%,,,-123.237289,49.269823
372,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2278,Spanish,EH,3.0,,N,1.0,,F,10m+,Tree,26-50%,,,-123.23714,49.26982
373,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2279,Spanish,EH,2.5,,NE,3.0,,Unknown,10m+,Tree,26-50%,,,-123.237055,49.26977
374,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2280,Spanish,LC,0.5,,N,1.0,,,10m+,Shrub,6-25%,,,-123.237081,49.269698
375,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2281,Spanish,LC,0.5,,N,1.0,,,10m+,Shrub,6-25%,,,-123.236992,49.269683
376,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2282,Spanish,EI,6.5,,N,6.0,,,10m+,Tree,51-75%,,,-123.236827,49.269569
377,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2283,Spanish,EH,3.0,,N,4.0,,Unknown,10m+,Tree,26-50%,,,-123.23677,49.269601
378,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2284,Spanish,LC,0.5,,N,1.0,,,10m+,Tree,26-50%,,,-123.236744,49.269568
379,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2285,Spanish,EH,1.0,,NE,1.0,,Unknown,10m+,Tree,51-75%,,,-123.236676,49.269383
380,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2286,Spanish,LC,1.5,,NE,3.0,,,10m+,Shrub,6-25%,,,-123.236599,49.269407
381,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2287,Spanish,EH,1.5,,NE,1.0,,F,10m+,Tree,1-5%,,,-123.23662,49.269322
382,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2288,Spanish,EH,2.5,,NE,5.0,,Unknown,10m+,Tree,51-75%,,,-123.236528,49.269293
383,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2289,Spanish,EH,4.0,L8-1,N,4.0,,Unknown,10m+,Mixed,51-75%,,,-123.236473,49.269197
384,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2290,Spanish,EH,4.0,L8-2,NE,4.0,,Unknown,10m+,Mixed,51-75%,,,-123.236341,49.269073
385,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2291,Spanish,EH,1.0,,NE,1.0,,Unknown,10m+,Tree,1-5%,,,-123.236177,49.268953
386,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2292,Spanish,EH,1.0,L9-1,NE,4.0,,Unknown,10m+,Tree,26-50%,,,-123.236125,49.26896
387,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2293,Spanish,EH,1.0,L9-2,NE,4.0,,Unknown,10m+,Tree,26-50%,,,-123.236082,49.268949
388,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2294,Spanish,LC,4.0,,NE,3.0,,,10m+,Tree,6-25%,,,-123.236148,49.268992
389,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2295,Spanish,EH,0.5,,NE,1.0,,Unknown,10m+,Shrub,51-75%,,,-123.235976,49.268932
390,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2296,Spanish,EI,1.0,,NE,3.0,,,10m+,Tree,6-25%,,,-123.235972,49.269018
391,2017-11-18,9:30:00,12:30:00,Overcast,David Bromley,2297,Spanish,EH,3.0,,NE,1.0,,F,10m+,Tree,1-5%,,,-123.236027,49.26901
392,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2542,Trail 4,EH,2.0,,NE,2.0,No,Unknown,10m+,Herb,1-5%,,,-123.259928,49.267762
393,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2543,Trail 4,EH,1.0,,NE,3.0,Yes,Unknown,10m+,Tree,1-5%,,,-123.260059,49.267866
394,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2544,Trail 4,EH,1.0,,NE,1.0,Yes,Unknown,10m+,Tree,0%,,,-123.259896,49.267862
395,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2545,Trail 4,SL,1.0,,NE,1.0,No,Unknown,10m+,Shrub,0%,,,-123.259956,49.267915
396,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2546,Trail 4,EH,3.0,,NE,4.0,No,Unknown,10m+,Mixed,1-5%,,,-123.259975,49.267897
397,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2547,Trail 4,SL,1.0,,NE,3.0,No,Unknown,10m+,Mixed,0%,,,-123.259885,49.267943
398,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2548,Trail 4,EH,1.0,,NE,1.0,No,Unknown,10m+,Herb,0%,,,-123.259893,49.267962
399,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2549,Trail 4,EH,1.0,,NE,1.0,No,Unknown,10m+,Herb,0%,,,-123.25996,49.267876
400,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2550,Trail 4,EI,30.0,L1-1,NE,8.0,,,10m+,Herb,1-5%,,,-123.260083,49.267946
401,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2551,Trail 4,EI,30.0,L1-2,NE,8.0,,,10m+,Herb,1-5%,,,-123.260216,49.268019
402,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2552,Trail 4,EI,30.0,L1-3,NE,8.0,,,10m+,Herb,1-5%,,,-123.260282,49.268118
403,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2553,Trail 4,EH,2.0,,NE,2.0,No,Unknown,10m+,Mixed,1-5%,,,-123.260133,49.267997
404,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2554,Trail 4,HB,15.0,,NE,7.0,,,10m+,Shrub,6-25%,,,-123.260232,49.268107
405,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2555,Trail 4,EH,1.0,,NE,2.0,No,Unknown,10m+,Herb,1-5%,,,-123.260294,49.268168
406,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2556,Trail 4,HB,3.0,,NE,4.0,,,10m+,Shrub,1-5%,,,-123.260307,49.268153
407,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2557,Trail 4,EH,1.0,,NE,2.0,No,Unknown,10m+,Herb,0%,,,-123.260379,49.268216
408,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2558,Trail 4,EH,1.0,,NE,1.0,No,Unknown,10m+,Herb,0%,,,-123.260547,49.268334
409,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2559,Trail 4,EH,2.0,,NE,3.0,No,Unknown,10m+,Mixed,0%,,,-123.260595,49.268455
410,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2560,Trail 4,EH,1.0,,NE,1.0,Yes,Unknown,10m+,Tree,1-5%,,,-123.260817,49.268551
411,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2561,Trail 4,EH,3.0,,NE,4.0,No,Unknown,10m+,Shrub,6-25%,,,-123.260787,49.268567
412,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2562,Trail 4,EI,2.0,,NE,5.0,,,10m+,Herb,6-25%,,,-123.260733,49.268511
413,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2563,Trail 4,HB,2.0,,E,3.0,,,10m+,Shrub,1-5%,,,-123.261002,49.268622
414,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2564,Trail 4,EI,1.0,,E,1.0,,,10m+,Herb,0%,,,-123.261029,49.268684
415,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2565,Trail 4,HB,5.0,,NE,6.0,,,10m+,Shrub,51-75%,,,-123.261173,49.26871
416,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2566,Trail 4,EI,6.0,,NE,5.0,,,10m+,Herb,6-25%,,,-123.261542,49.268793
417,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2567,Trail 4,HB,20.0,,NW,9.0,,,10m+,Mixed,1-5%,,,-123.262334,49.268824
418,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2568,Trail 4,HB,6.0,,SE,7.0,,,10m+,Shrub,1-5%,,,-123.262833,49.268847
419,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2569,Trail 4,HB,20.0,,E,8.0,,,10m+,Shrub,6-25%,,,-123.262707,49.268964
420,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2570,Trail 4,HB,15.0,,SE,8.0,,,10m+,Shrub,26-50%,,,-123.262549,49.269091
421,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2571,Trail 4,EI,2.0,,SE,5.0,,,10m+,Herb,1-5%,,,-123.262593,49.269132
422,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2572,Trail 4,HB,6.0,,E,6.0,,,10m+,Shrub,1-5%,,,-123.262658,49.26924
423,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2573,Trail 4,HB,6.0,,NE,8.0,No,,10m+,Mixed,1-5%,,,-123.262656,49.269317
424,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2574,Trail 4,HB,3.0,L2-1,E,6.0,,,10m+,Shrub,0%,,,-123.262646,49.269382
425,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2575,Trail 4,HB,7.0,L2-2,E,6.0,,,10m+,Shrub,1-5%,,,-123.262581,49.26949
426,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2576,Trail 4,HB,4.0,L2-3,SE,6.0,,,10m+,Mixed,1-5%,,,-123.262513,49.26967
427,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2577,Trail 4,HB,7.0,,E,7.0,,,10m+,Mixed,1-5%,,,-123.262411,49.269596
428,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2578,Trail 4,EH,2.0,,E,3.0,No,Unknown,10m+,Tree,6-25%,,,-123.262293,49.269724
429,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2579,Trail 4,HB,15.0,L3-1,SE,8.0,,,10m+,Mixed,1-5%,,,-123.262833,49.268732
430,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2580,Trail 4,HB,15.0,L3-2,SE,8.0,,,10m+,Mixed,1-5%,,,-123.262583,49.268762
431,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2581,Trail 4,HB,15.0,L3-3,S,8.0,,,10m+,Mixed,1-5%,,,-123.262367,49.268821
432,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2582,Trail 4,HB,5.0,L3-4,S,6.0,,,10m+,Shrub,6-25%,,,-123.262322,49.268809
433,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2583,Trail 4,HB,20.0,L3-5,SE,7.0,,,10m+,Shrub,6-25%,,,-123.26223,49.268841
434,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2584,Trail 4,HB,10.0,L3-6,SE,6.0,,,10m+,Mixed,26-50%,,,-123.262143,49.268914
435,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2585,Trail 4,EI,10.0,,S,7.0,,,10m+,Herb,6-25%,,,-123.261399,49.268753
436,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2586,Trail 4,HB,20.0,,SW,7.0,,,10m+,Mixed,6-25%,,,-123.261217,49.268801
437,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2587,Trail 4,EH,1.0,,SW,3.0,No,Unknown,10m+,Tree,1-5%,,,-123.261277,49.268785
438,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2588,Trail 4,EI,2.0,,W,5.0,,,10m+,Herb,1-5%,,,-123.261244,49.268668
439,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2589,Trail 4,EH,1.0,,SW,4.0,No,Unknown,10m+,Herb,1-5%,,,-123.261236,49.268642
440,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2590,Trail 4,HB,10.0,,SW,6.0,,,10m+,Shrub,1-5%,,,-123.26121,49.268595
441,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2591,Trail 4,EI,2.0,,SW,2.0,,,10m+,Herb,0%,,,-123.261017,49.268518
442,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2592,Trail 4,EH,1.0,,SW,1.0,No,Unknown,10m+,Herb,0%,,,-123.261073,49.268501
443,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2593,Trail 4,EI,1.0,,SW,1.0,,,10m+,Herb,1-5%,,,-123.261102,49.268534
444,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2594,Trail 4,EH,1.0,,SW,4.0,No,Unknown,10m+,Herb,1-5%,,,-123.261149,49.268543
445,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2595,Trail 4,EI,3.0,,SW,4.0,,,10m+,Herb,0%,,,-123.26115,49.268525
446,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2596,Trail 4,EH,1.0,,SW,,No,Unknown,10m+,Herb,0%,,,-123.26109,49.268493
447,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2597,Trail 4,EH,1.0,,SW,1.0,No,Unknown,10m+,Herb,0%,,,-123.261076,49.268484
448,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2598,Trail 4,EI,9.0,,SW,6.0,,,10m+,Herb,1-5%,,,-123.260992,49.268449
449,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2599,Trail 4,EI,2.0,,SW,2.0,,,10m+,Herb,1-5%,,,-123.260801,49.268508
450,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2600,Trail 4,EI,30.0,,SW,8.0,,,10m+,Herb,6-25%,,,-123.260691,49.268384
451,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2601,Trail 4,EI,15.0,,SW,7.0,,,10m+,Herb,6-25%,,,-123.260549,49.268298
452,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2602,Trail 4,EH,3.0,,SW,4.0,No,Unknown,10m+,Herb,0%,,,-123.260477,49.268303
453,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2603,Trail 4,EI,15.0,,SW,7.0,,,10m+,Herb,6-25%,,,-123.260386,49.268179
454,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2604,Trail 4,EI,20.0,,SW,8.0,,,10m+,Herb,1-5%,,,-123.260317,49.268115
455,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2605,Trail 4,EH,1.0,,SW,2.0,No,Unknown,10m+,Herb,1-5%,,,-123.260048,49.267953
456,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2606,Trail 4,EI,1.0,,SW,2.0,,,10m+,Herb,1-5%,,,-123.260113,49.267956
457,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2607,Trail 4,EI,2.0,,SW,4.0,,,10m+,Herb,1-5%,,,-123.260059,49.267869
458,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2608,Trail 4,EI,3.0,,SW,5.0,,,10m+,Herb,0%,,,-123.260022,49.267858
459,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2609,Trail 4,EH,1.0,,SW,1.0,No,Unknown,10m+,Herb,0%,,,-123.259984,49.267785
460,2018-01-20,9:30:00,12:30:00,Overcast,Alex Coster,2610,Trail 4,EI,1.0,,W,1.0,,,10m+,Herb,1-5%,,,-123.25994,49.267714
461,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2097,Imperial,EH,5.0,,E,6.0,,,10m+,Mixed,6-25%,,,-123.202827,49.256969
462,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2098,Imperial,HB,,P1-1,E,8.0,,,10m+,Shrub,6-25%,,,-123.202837,49.256984
463,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2099,Imperial,HB,,P1-2,E,8.0,,,10m+,Shrub,6-25%,,,-123.202769,49.256886
464,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2100,Imperial,HB,,P1-3,E,8.0,,,10m+,Shrub,6-25%,,,-123.202661,49.256918
465,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2101,Imperial,HB,,P1-4,E,8.0,,,10m+,Shrub,6-25%,,,-123.20263,49.257003
466,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2102,Imperial,HB,,P1-5,E,8.0,,,10m+,Shrub,6-25%,,,-123.202799,49.257071
467,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2103,Imperial,LC,0.5,,E,1.0,,,10m+,Shrub,6-25%,,,-123.202787,49.257053
468,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2104,Imperial,EH,2.0,,E,5.0,,Unknown,10m+,Tree,1-5%,,,-123.202599,49.256864
469,2017-10-21,9:30:00,12:30:00,Rain,Joseph Yang,2105,Imperial,HB,15.0,L1-1,E,9.0,,,10m+,Shrub,1-5%,,,-123.202938,49.256866
